"p_val" "avg_log2FC" "pct.1" "pct.2" "p_val_adj" "cluster" "gene"
"ATF1" 9.43946177567497e-10 0.288146622378385 0.345 0.307 3.16457956029503e-05 "1" "ATF1"
"ERCC1.1" 1.01980107674486e-09 0.272484283801121 0.376 0.343 3.41888310978716e-05 "1" "ERCC1"
"GBE1" 1.73019679464516e-09 0.262790761855858 0.163 0.116 5.80048475404789e-05 "1" "GBE1"
"KCMF1.1" 2.38780249800168e-09 0.275387770946227 0.227 0.181 8.00510787455062e-05 "1" "KCMF1"
"ILK.1" 3.19488205673232e-09 0.325164285148353 0.44 0.437 0.000107108420951951 "1" "ILK"
"NCK1.1" 4.20152642770671e-09 0.287657275426605 0.33 0.295 0.000140856173488867 "1" "NCK1"
"SLC25A26.1" 4.43036604457603e-09 0.275048752778644 0.262 0.216 0.000148528021644411 "1" "SLC25A26"
"TCEAL7" 5.11798910904836e-09 -0.289517636807522 0.428 0.53 0.000171580584880846 "1" "TCEAL7"
"CTGF" 5.22658122978261e-09 0.31114225833079 0.352 0.479 0.000175221135728462 "1" "CTGF"
"IFT57" 5.68736113724949e-09 0.255487916847742 0.53 0.539 0.000190668782126289 "1" "IFT57"
"DPM1" 6.18116811749228e-09 0.260121120171878 0.535 0.553 0.000207223661138929 "1" "DPM1"
"SEZ6L" 6.25402602464377e-09 0.25777030805557 0.314 0.267 0.000209666222476182 "1" "SEZ6L"
"CTBS" 7.14627487859874e-09 0.250750035779703 0.191 0.144 0.000239578865305023 "1" "CTBS"
"MX1" 7.90580782367183e-09 0.271420730749297 0.241 0.194 0.000265042207288598 "1" "MX1"
"TIMM17A.1" 8.01121154823742e-09 0.274382777644143 0.482 0.489 0.00026857586715466 "1" "TIMM17A"
"WDR43.1" 8.23515243781482e-09 0.308902218822017 0.236 0.19 0.000276083485477742 "1" "WDR43"
"RSU1" 8.28700256244552e-09 0.275728536279059 0.288 0.247 0.000277821760905986 "1" "RSU1"
"AP3S1.1" 9.99062799398954e-09 0.251683734422723 0.546 0.563 0.000334935803498499 "1" "AP3S1"
"PPP4R2" 1.03675315111405e-08 0.260200727945684 0.34 0.307 0.000347571493910986 "1" "PPP4R2"
"CYBRD1" 1.28441014448708e-08 0.308448074617175 0.385 0.364 0.000430598500939294 "1" "CYBRD1"
"LIPA" 1.46008063932277e-08 0.304912519978364 0.328 0.296 0.000489492034332959 "1" "LIPA"
"SLC2A1.1" 1.47737401883895e-08 0.320571733025623 0.222 0.178 0.000495289639815757 "1" "SLC2A1"
"ARFGAP3" 1.78115771440109e-08 0.262995144612115 0.29 0.252 0.000597133123752966 "1" "ARFGAP3"
"MPHOSPH8.1" 1.90235457707635e-08 0.27121529834174 0.419 0.404 0.000637764371964845 "1" "MPHOSPH8"
"SGCB" 2.21909388898595e-08 0.267215140921006 0.482 0.487 0.000743951226282538 "1" "SGCB"
"GAS6" 2.42016328211244e-08 0.250822505944228 0.385 0.358 0.000811359740328196 "1" "GAS6"
"MAPK1IP1L" 3.19331422050976e-08 0.255196207477079 0.431 0.419 0.0010705585924259 "1" "MAPK1IP1L"
"SLC39A7" 3.20245698700976e-08 0.282943486220909 0.39 0.375 0.00107362370489502 "1" "SLC39A7"
"DUSP23.1" 4.2351435754421e-08 0.336648233884038 0.368 0.349 0.00141983188366697 "1" "DUSP23"
"RNF114" 7.85929173043572e-08 0.261283506031697 0.449 0.448 0.00263482755262857 "1" "RNF114"
"MID1" 8.98644551918377e-08 0.254404563294688 0.236 0.196 0.00301270586030636 "1" "MID1"
"CPSF6" 9.33003250780203e-08 0.262432586825697 0.33 0.298 0.00312789339824063 "1" "CPSF6"
"SPTBN1.1" 9.78076342173132e-08 0.253325319557579 0.457 0.461 0.00327900093713543 "1" "SPTBN1"
"SEC23A.1" 9.99918806504933e-08 0.281248372099775 0.337 0.311 0.00335222779880779 "1" "SEC23A"
"SMPD1" 1.02602379530964e-07 0.264500800500465 0.37 0.351 0.00343974477377558 "1" "SMPD1"
"HNRNPA1P48" 1.35866991434777e-07 0.26551711352707 0.246 0.208 0.0045549408878509 "1" "HNRNPA1P48"
"PCYOX1.1" 1.64653949692781e-07 0.265731093591379 0.324 0.299 0.0055200236634505 "1" "PCYOX1"
"CREG1" 2.07192689197968e-07 0.26987924652536 0.337 0.311 0.00694613490536188 "1" "CREG1"
"SNRPD1.1" 2.07490433908179e-07 0.25120123928277 0.587 0.62 0.00695611679677169 "1" "SNRPD1"
"AKAP13.1" 2.73389284026415e-07 0.261317898402493 0.274 0.243 0.00916537574698555 "1" "AKAP13"
"PMAIP1" 2.83039095323883e-07 0.272538518095829 0.221 0.177 0.00948888567073317 "1" "PMAIP1"
"ZEB1" 3.0677400396873e-07 0.277600258166233 0.345 0.326 0.0102845984830517 "1" "ZEB1"
"SELENOP" 3.11950490249806e-07 0.274888293342446 0.554 0.55 0.0104581401856247 "1" "SELENOP"
"BUB3.1" 3.25161025837575e-07 0.297503592047237 0.4 0.386 0.0109010233912047 "1" "BUB3"
"CKLF" 3.75586723382174e-07 0.257527113807063 0.402 0.395 0.0125915449013874 "1" "CKLF"
"UBE2J1" 5.09055287916025e-07 0.250258360804953 0.318 0.294 0.0170660785273847 "1" "UBE2J1"
"NBL1.1" 5.4655526140022e-07 0.43728161899958 0.304 0.282 0.0183232651384424 "1" "NBL1"
"CMIP.1" 6.0965176224215e-07 0.305290279441972 0.248 0.216 0.0204385753291681 "1" "CMIP"
"SMAD9" 6.26808220267066e-07 0.275493019145821 0.24 0.206 0.0210137455844534 "1" "SMAD9"
"COPS2.1" 8.53785940643309e-07 0.261294306839575 0.403 0.399 0.028623173660067 "1" "COPS2"
"SEC13" 1.08775940093943e-06 0.271373047646802 0.354 0.344 0.0364671339164945 "1" "SEC13"
"PGM3" 1.16785818007415e-06 0.271614496414246 0.319 0.298 0.0391524454869859 "1" "PGM3"
"CDC26" 1.42747875654851e-06 0.261815525103951 0.434 0.439 0.0478562253132889 "1" "CDC26"
"POLR1D" 1.456244326105e-06 0.262840935903183 0.367 0.358 0.0488205910326702 "1" "POLR1D"
"SCML1" 1.46239821966574e-06 0.288429481361442 0.271 0.24 0.0490269003142941 "1" "SCML1"
"CRIP2.1" 1.77668744089712e-06 0.298913426898505 0.553 0.59 0.059563446456076 "1" "CRIP2"
"IGSF8.1" 3.41794319403854e-06 0.291970013426237 0.295 0.273 0.114586545580142 "1" "IGSF8"
"MAP2K1.1" 3.45994806560097e-06 0.281507223221296 0.391 0.388 0.115994758899273 "1" "MAP2K1"
"C20orf27.1" 6.06321634253177e-06 0.261806974265949 0.246 0.218 0.203269327883378 "1" "C20orf27"
"NNMT" 6.38520647483199e-06 0.560675985251671 0.24 0.207 0.214064047068743 "1" "NNMT"
"GGT5" 6.81137470361521e-06 0.313140037103149 0.485 0.502 0.2283513369387 "1" "GGT5"
"RELB" 7.05432335630875e-06 0.274744846467704 0.254 0.228 0.236496190520251 "1" "RELB"
"MED28" 7.89412206547944e-06 0.256508322155195 0.391 0.393 0.264650442245198 "1" "MED28"
"MOB1A" 9.89569611527063e-06 0.253958464110432 0.313 0.298 0.331753212264448 "1" "MOB1A"
"CAPZA1.1" 1.60726184742786e-05 0.251706953619875 0.383 0.377 0.538834534350189 "1" "CAPZA1"
"HSPA5.1" 1.74053678607239e-05 -0.427625699519177 0.907 0.937 0.58351495753077 "1" "HSPA5"
"CHI3L1.1" 1.94516622124139e-05 1.58917294751905 0.299 0.405 0.652116975671175 "1" "CHI3L1"
"WFDC1" 2.5209939918533e-05 0.496249935338598 0.413 0.429 0.845163235768819 "1" "WFDC1"
"ISOC1" 3.27209546111192e-05 0.261990031001187 0.273 0.255 1 "1" "ISOC1"
"TNFAIP2" 3.29772147882097e-05 0.292611672090152 0.275 0.245 1 "1" "TNFAIP2"
"GORASP2.1" 6.89328987482442e-05 0.270093558086361 0.326 0.32 1 "1" "GORASP2"
"INSR" 6.90302593426786e-05 0.265139608147873 0.331 0.313 1 "1" "INSR"
"EIF4B" 0.000112421761418429 0.255368667680165 0.365 0.371 1 "1" "EIF4B"
"TMEM158.1" 0.000147181542540035 1.17225452107335 0.253 0.242 1 "1" "TMEM158"
"PTEN.1" 0.000178421593657451 0.252136977653511 0.241 0.221 1 "1" "PTEN"
"TPBG" 0.000520859551738128 0.260523851497588 0.487 0.513 1 "1" "TPBG"
"PLIN2" 0.000808450119783991 0.397404142868129 0.171 0.149 1 "1" "PLIN2"
"CBX6.1" 0.00526099263829858 0.268910365055747 0.495 0.516 1 "1" "CBX6"
"TFPI2" 0.00595682700193271 0.425428596655948 0.138 0.115 1 "1" "TFPI2"
"STMN2.1" 0 3.82866406033356 0.955 0.062 0 "2" "STMN2"
"NEFL.2" 0 3.6036481327307 0.883 0.076 0 "2" "NEFL"
"CALB2" 0 2.94804508296179 0.754 0.023 0 "2" "CALB2"
"NRSN1.1" 0 2.83903476294611 0.804 0.033 0 "2" "NRSN1"
"VSNL1.1" 0 2.7745625469785 0.838 0.063 0 "2" "VSNL1"
"STMN4.1" 0 2.69948758772424 0.844 0.047 0 "2" "STMN4"
"NSG2" 0 2.33505605027737 0.777 0.025 0 "2" "NSG2"
"PTPRN.1" 0 2.25134770634604 0.782 0.048 0 "2" "PTPRN"
"CELF4.1" 0 2.15086550768926 0.816 0.042 0 "2" "CELF4"
"ATP1A3" 0 2.06823711083565 0.743 0.024 0 "2" "ATP1A3"
"PCSK1.1" 0 2.06231289586862 0.693 0.033 0 "2" "PCSK1"
"TTC9B.1" 0 2.04511737706007 0.804 0.033 0 "2" "TTC9B"
"BDNF.1" 0 1.99684190009409 0.726 0.026 0 "2" "BDNF"
"RAB3B" 0 1.97807833961277 0.659 0.017 0 "2" "RAB3B"
"SULT4A1" 0 1.90464336735539 0.777 0.036 0 "2" "SULT4A1"
"FABP3.1" 0 1.88656788288542 0.754 0.032 0 "2" "FABP3"
"SNCB" 0 1.55783073918582 0.726 0.012 0 "2" "SNCB"
"INA" 0 1.53074598780835 0.665 0.012 0 "2" "INA"
"GABRG2" 0 1.51278151591492 0.682 0.008 0 "2" "GABRG2"
"RALYL" 0 1.50421807850163 0.615 0.005 0 "2" "RALYL"
"RCAN2.1" 0 1.40521174948929 0.704 0.023 0 "2" "RCAN2"
"GABRQ" 0 1.39167713994317 0.531 0.006 0 "2" "GABRQ"
"AC105446.1.1" 0 1.35277102423951 0.721 0.029 0 "2" "AC105446.1"
"ELAVL4.1" 0 1.34553496338485 0.698 0.012 0 "2" "ELAVL4"
"SYNGR3" 0 1.31785758035401 0.687 0.016 0 "2" "SYNGR3"
"SPOCK3" 0 1.31475323616401 0.486 0.006 0 "2" "SPOCK3"
"DNM3" 0 1.28722451653316 0.648 0.019 0 "2" "DNM3"
"SCN9A" 0 1.28574721537381 0.631 0.007 0 "2" "SCN9A"
"GUCY1B1.1" 0 1.23515669572735 0.631 0.03 0 "2" "GUCY1B1"
"SFRP1" 0 1.23456025602534 0.408 0.004 0 "2" "SFRP1"
"PNCK" 0 1.23318469378525 0.698 0.02 0 "2" "PNCK"
"ELAVL2" 0 1.22562125753869 0.615 0.013 0 "2" "ELAVL2"
"RAB3C" 0 1.20461916086945 0.648 0.028 0 "2" "RAB3C"
"ADCYAP1" 0 1.20203988535873 0.419 0.01 0 "2" "ADCYAP1"
"SLC2A13.1" 0 1.19615141643596 0.615 0.031 0 "2" "SLC2A13"
"ASPHD1" 0 1.14798435935324 0.642 0.023 0 "2" "ASPHD1"
"RUNDC3B" 0 1.14063425096918 0.62 0.003 0 "2" "RUNDC3B"
"SCN2A" 0 1.11072030885853 0.62 0.006 0 "2" "SCN2A"
"FNDC9" 0 1.1049793105491 0.598 0.004 0 "2" "FNDC9"
"ATCAY" 0 1.07693815139596 0.603 0.012 0 "2" "ATCAY"
"TMEM130" 0 1.07326030262362 0.615 0.027 0 "2" "TMEM130"
"CELF5" 0 1.01646816615838 0.559 0.008 0 "2" "CELF5"
"MAP7D2" 0 1.00509565610286 0.57 0.008 0 "2" "MAP7D2"
"KRT222" 0 0.999674150120389 0.609 0.006 0 "2" "KRT222"
"SYT13" 0 0.994404938484765 0.531 0.016 0 "2" "SYT13"
"CDK5R2" 0 0.974651623528404 0.559 0.007 0 "2" "CDK5R2"
"ANK3" 0 0.961881006976173 0.592 0.005 0 "2" "ANK3"
"RGS7" 0 0.930457755005184 0.587 0.02 0 "2" "RGS7"
"RIT2" 0 0.902341506826069 0.514 0.01 0 "2" "RIT2"
"ANKS1B" 0 0.898658385089482 0.592 0.024 0 "2" "ANKS1B"
"CHGA" 0 0.893265559403756 0.531 0.009 0 "2" "CHGA"
"CAMK2N2" 0 0.889294583295485 0.52 0.01 0 "2" "CAMK2N2"
"VSTM2L" 0 0.864476294402549 0.464 0.009 0 "2" "VSTM2L"
"CHD5" 0 0.862291955181736 0.469 0.012 0 "2" "CHD5"
"PTPN5" 0 0.839744887179952 0.497 0.01 0 "2" "PTPN5"
"GABRA2" 0 0.83695998698025 0.503 0.007 0 "2" "GABRA2"
"MUM1L1" 0 0.830001458487697 0.486 0.002 0 "2" "MUM1L1"
"PRKCB" 0 0.804096257337036 0.52 0.01 0 "2" "PRKCB"
"SLC7A14" 0 0.800646579329022 0.497 0.007 0 "2" "SLC7A14"
"SLC17A6" 0 0.78404507491196 0.441 0.004 0 "2" "SLC17A6"
"ZFR2" 0 0.769784599719485 0.52 0.014 0 "2" "ZFR2"
"AK5" 0 0.765257741649802 0.486 0.004 0 "2" "AK5"
"PRSS3" 0 0.747981860107367 0.324 0.005 0 "2" "PRSS3"
"TUNAR" 0 0.713967352150082 0.43 0.01 0 "2" "TUNAR"
"RTBDN" 0 0.712366177334279 0.492 0.004 0 "2" "RTBDN"
"CKMT1B" 0 0.711544796631248 0.441 0.005 0 "2" "CKMT1B"
"SEMA3E" 0 0.703529724802817 0.425 0.003 0 "2" "SEMA3E"
"EDIL3" 0 0.680347251996235 0.441 0.007 0 "2" "EDIL3"
"PTPRO" 0 0.675306129529723 0.514 0.012 0 "2" "PTPRO"
"NHLH2" 0 0.651596510801992 0.408 0.004 0 "2" "NHLH2"
"NPM2" 0 0.647580429554409 0.453 0.012 0 "2" "NPM2"
"MYT1L" 0 0.643381527090156 0.469 0.003 0 "2" "MYT1L"
"SLC6A17" 0 0.640339979635288 0.419 0.006 0 "2" "SLC6A17"
"KCNQ3" 0 0.632867000129316 0.425 0.003 0 "2" "KCNQ3"
"SCN3A" 0 0.631879174525473 0.464 0.003 0 "2" "SCN3A"
"ACTL6B" 0 0.631068019022993 0.419 0.003 0 "2" "ACTL6B"
"SMIM18" 0 0.630314416618766 0.425 0.004 0 "2" "SMIM18"
"CKMT1A" 0 0.622859070881043 0.408 0.006 0 "2" "CKMT1A"
"GLRA3" 0 0.607206788188041 0.408 0.002 0 "2" "GLRA3"
"SNTG1" 0 0.597000350144843 0.385 0.005 0 "2" "SNTG1"
"TMEM196" 0 0.593537985914208 0.48 0.005 0 "2" "TMEM196"
"RAB27B" 0 0.589654327522441 0.397 0.006 0 "2" "RAB27B"
"RBFOX3" 0 0.587469892061439 0.341 0.005 0 "2" "RBFOX3"
"NRGN" 0 0.586768868140922 0.33 0.004 0 "2" "NRGN"
"L1CAM" 0 0.574681572573953 0.464 0.003 0 "2" "L1CAM"
"PACSIN1" 0 0.571524496107043 0.413 0.007 0 "2" "PACSIN1"
"JPH4" 0 0.568264566648075 0.48 0.015 0 "2" "JPH4"
"RIMS1" 0 0.557659971382706 0.363 0.004 0 "2" "RIMS1"
"GRIK1" 0 0.555561095199165 0.358 0.004 0 "2" "GRIK1"
"BCAT1" 0 0.554548124425624 0.43 0.005 0 "2" "BCAT1"
"DACH2" 0 0.548514664331026 0.352 0.004 0 "2" "DACH2"
"CREG2" 0 0.542727490938065 0.413 0.002 0 "2" "CREG2"
"GPR158" 0 0.541129974966595 0.402 0.008 0 "2" "GPR158"
"VSTM2B" 0 0.528681885276501 0.324 0.002 0 "2" "VSTM2B"
"CNTNAP2" 0 0.527363877285472 0.408 0.006 0 "2" "CNTNAP2"
"POU2F2" 0 0.521700464441701 0.397 0.009 0 "2" "POU2F2"
"FGF14" 0 0.521045565391501 0.492 0.014 0 "2" "FGF14"
"CENPVL3" 0 0.519176171867935 0.413 0.009 0 "2" "CENPVL3"
"ST8SIA3" 0 0.516844008225035 0.419 0.006 0 "2" "ST8SIA3"
"MARCH1" 0 0.513278751647807 0.369 0.002 0 "2" "MARCH1"
"KCNC2" 0 0.500305015715616 0.408 0.005 0 "2" "KCNC2"
"DIRAS2" 0 0.487980423003577 0.369 0.004 0 "2" "DIRAS2"
"ATP8A2" 0 0.477836317223083 0.397 0.003 0 "2" "ATP8A2"
"KCNJ6" 0 0.472691077811664 0.358 0.003 0 "2" "KCNJ6"
"TMEM179" 0 0.468630835741065 0.335 0.006 0 "2" "TMEM179"
"GABRA5" 0 0.467575016716533 0.346 0.006 0 "2" "GABRA5"
"PPFIA2" 0 0.466547072003628 0.436 0.011 0 "2" "PPFIA2"
"LINC00599" 0 0.463443399168989 0.346 0.005 0 "2" "LINC00599"
"KCNK12" 0 0.45524177497938 0.385 0.005 0 "2" "KCNK12"
"MIR124-2HG" 0 0.443388746957717 0.352 0.002 0 "2" "MIR124-2HG"
"SVOP" 0 0.434240113648519 0.402 0.004 0 "2" "SVOP"
"HS6ST3" 0 0.431192772919121 0.324 0.005 0 "2" "HS6ST3"
"SSUH2" 0 0.41855101019782 0.302 0.002 0 "2" "SSUH2"
"UBE2QL1" 0 0.415192578866073 0.335 0.006 0 "2" "UBE2QL1"
"RNF128" 0 0.388640392902329 0.335 0.002 0 "2" "RNF128"
"PNMA5" 0 0.387593541350336 0.352 0.002 0 "2" "PNMA5"
"NOS1" 0 0.382075915179984 0.251 0.001 0 "2" "NOS1"
"RESP18" 0 0.380990719133021 0.285 0.001 0 "2" "RESP18"
"SLC35F3" 0 0.377433716280653 0.33 0.002 0 "2" "SLC35F3"
"C22orf42" 0 0.365407307683551 0.341 0.001 0 "2" "C22orf42"
"NGB" 0 0.35364586335837 0.246 0.001 0 "2" "NGB"
"CLVS2" 0 0.350795980330884 0.358 0.003 0 "2" "CLVS2"
"CACNG3" 0 0.335225644318029 0.207 0 0 "2" "CACNG3"
"GABRA1" 0 0.325897017920193 0.268 0.002 0 "2" "GABRA1"
"CAPN8" 0 0.303421099159561 0.296 0.004 0 "2" "CAPN8"
"SSTR1" 0 0.298137397594481 0.302 0.003 0 "2" "SSTR1"
"HTR5A" 0 0.285819624806346 0.279 0.002 0 "2" "HTR5A"
"SLC1A1" 0 0.280585897926445 0.285 0.002 0 "2" "SLC1A1"
"PAQR9-AS1" 0 0.276857552576423 0.268 0.001 0 "2" "PAQR9-AS1"
"DSCAM" 0 0.276626000746298 0.279 0.001 0 "2" "DSCAM"
"GPR22" 0 0.255193398274697 0.229 0.001 0 "2" "GPR22"
"SLC4A10" 0 0.250937291653839 0.263 0.001 0 "2" "SLC4A10"
"KSR2" 1.11605300598112e-303 0.283754189675296 0.291 0.004 3.7415677025517e-299 "2" "KSR2"
"ARPP21" 1.951637150623e-303 0.8862324957693 0.352 0.007 6.5428635474636e-299 "2" "ARPP21"
"KCNMB2" 5.92671554219914e-303 0.271821510220384 0.218 0.001 1.98693138552226e-298 "2" "KCNMB2"
"SLC8A1" 2.76592528502461e-302 0.717012326144894 0.425 0.012 9.27276451804499e-298 "2" "SLC8A1"
"WNT10B" 5.22039087706645e-302 0.298340591847749 0.257 0.002 1.75013604153653e-297 "2" "WNT10B"
"NEURL1" 4.80035043729659e-301 0.392952203430135 0.335 0.006 1.60931748410368e-296 "2" "NEURL1"
"RELN" 6.03000205103273e-301 0.412558176968919 0.268 0.003 2.02155818760872e-296 "2" "RELN"
"ANK1" 4.34239401497633e-300 0.373587292296155 0.291 0.004 1.45578759352081e-295 "2" "ANK1"
"ELMOD1" 1.03877474972962e-295 0.586834137335473 0.441 0.014 3.48249234846854e-291 "2" "ELMOD1"
"GUCA1A" 2.59830284646493e-294 0.430404502697326 0.251 0.002 8.71081029277369e-290 "2" "GUCA1A"
"KCNK3" 4.09934772856855e-294 0.323779268897768 0.302 0.005 1.37430632600261e-289 "2" "KCNK3"
"LRRTM1" 3.72693557799477e-290 0.354407293081037 0.218 0.001 1.24945515252275e-285 "2" "LRRTM1"
"GLRA2" 1.6341257007746e-289 0.944875835009644 0.486 0.019 5.47840641184686e-285 "2" "GLRA2"
"MIR7-3HG" 3.38785295610974e-289 0.308775959688375 0.251 0.003 1.13577770353579e-284 "2" "MIR7-3HG"
"NMNAT2" 6.20531591512503e-288 0.647924893937553 0.52 0.023 2.08033216054567e-283 "2" "NMNAT2"
"ABCB1" 6.23718181775309e-287 0.313612673203708 0.302 0.005 2.09101520440172e-282 "2" "ABCB1"
"ELMO1" 3.24387124719421e-284 0.594705513112936 0.313 0.006 1.08750783562186e-279 "2" "ELMO1"
"PDYN" 2.42836544133975e-283 1.44271975390101 0.318 0.006 8.14109514209153e-279 "2" "PDYN"
"STXBP5-AS1" 1.51866615355152e-281 0.487269694369228 0.346 0.008 5.09132827978146e-277 "2" "STXBP5-AS1"
"RNF165" 2.01844216406168e-279 0.269985175280766 0.274 0.004 6.76682735501678e-275 "2" "RNF165"
"STX1B" 4.33041261862498e-279 0.754676909362917 0.486 0.02 1.45177083039403e-274 "2" "STX1B"
"TH.1" 1.43565995647555e-274 3.31593836534477 0.732 0.06 4.81305000408428e-270 "2" "TH"
"EEF1A2.1" 4.96228679469655e-274 2.222681266745 0.799 0.074 1.66360664792202e-269 "2" "EEF1A2"
"GLS2" 7.20692389476511e-272 0.308976472213082 0.274 0.004 2.41612123572e-267 "2" "GLS2"
"DLK1.1" 5.0973735797318e-271 3.64157807744458 0.737 0.062 1.70889449260509e-266 "2" "DLK1"
"FBLL1" 2.23405908999898e-269 0.630554401544087 0.425 0.015 7.48968309922159e-265 "2" "FBLL1"
"SPTB" 2.36617899369825e-269 0.4447394604256 0.291 0.005 7.93261507637338e-265 "2" "SPTB"
"NRG1" 8.68325105773027e-269 0.706320467385421 0.497 0.022 2.91105991710407e-264 "2" "NRG1"
"RIMS2" 2.63316995248543e-266 0.499709266412001 0.402 0.013 8.82770226570739e-262 "2" "RIMS2"
"AC084809.2" 2.94542366104401e-266 0.266539740107796 0.207 0.001 9.87453282365006e-262 "2" "AC084809.2"
"NSG1.2" 3.45863155994674e-266 2.75714325894073 0.866 0.098 1.15950623047214e-261 "2" "NSG1"
"NEFM" 3.17565830901833e-263 2.04865362456431 0.698 0.054 1.06463944809839e-258 "2" "NEFM"
"TMEM35A.1" 1.65824921886845e-262 1.34430850939383 0.615 0.04 5.55928050625647e-258 "2" "TMEM35A"
"PCLO" 1.85544993202481e-262 0.517592174639713 0.425 0.015 6.22039589711318e-258 "2" "PCLO"
"GRIN1" 2.42001713320732e-261 0.571161054308273 0.318 0.007 8.11310743907753e-257 "2" "GRIN1"
"ASIC3" 1.82623929467159e-258 0.50895523414796 0.346 0.009 6.12246723538651e-254 "2" "ASIC3"
"VGF.2" 5.47969525043284e-257 4.03593245327508 0.883 0.11 1.83706783270761e-252 "2" "VGF"
"KCND3" 3.67771572996789e-256 0.367211044033357 0.38 0.012 1.23295419847174e-251 "2" "KCND3"
"SH3KBP1.1" 1.25540842567891e-255 1.23978848544311 0.615 0.04 4.20875674708855e-251 "2" "SH3KBP1"
"AMPH" 4.58347742951416e-255 0.336043086191269 0.374 0.012 1.53661080824462e-250 "2" "AMPH"
"JAKMIP1" 2.1837642680697e-252 0.823785994581339 0.547 0.031 7.32106970870367e-248 "2" "JAKMIP1"
"TAGLN3.1" 1.42313392663404e-251 3.41285241001609 0.933 0.133 4.77105648904061e-247 "2" "TAGLN3"
"GAP43.2" 4.66409109902657e-251 4.79436397454801 0.994 0.162 1.56363654094866e-246 "2" "GAP43"
"DMRT2" 2.09195691866997e-247 0.336948736717993 0.218 0.002 7.01328556984106e-243 "2" "DMRT2"
"C2orf80" 1.37409141660715e-245 0.495513124242803 0.268 0.005 4.60664147417546e-241 "2" "C2orf80"
"LIPH" 1.28386638501502e-243 0.263549015890747 0.173 0.001 4.30416205576285e-239 "2" "LIPH"
"CACNA2D1" 3.89137645771142e-242 1.02126653612735 0.57 0.036 1.30458395744775e-237 "2" "CACNA2D1"
"APBA1" 1.91216137604509e-241 0.332824938813083 0.335 0.01 6.41052101319117e-237 "2" "APBA1"
"SHTN1" 5.14439684654541e-241 0.945570521332775 0.626 0.043 1.72465904280435e-236 "2" "SHTN1"
"CDK5R1" 1.74071794831928e-240 0.745583340939498 0.547 0.033 5.83575692174037e-236 "2" "CDK5R1"
"DNAJC6" 1.99364641312518e-240 1.10987501412258 0.659 0.051 6.68369960000218e-236 "2" "DNAJC6"
"GNG3.1" 3.88110383389455e-240 2.62532099989268 0.894 0.123 1.30114006031315e-235 "2" "GNG3"
"DLEU7" 9.08382136706372e-240 0.30731008050483 0.207 0.002 3.04535111330811e-235 "2" "DLEU7"
"STAC2" 4.33302262142165e-239 0.357261089470571 0.335 0.01 1.45264583383161e-234 "2" "STAC2"
"DMTN" 6.03284949985706e-239 0.967456873144561 0.587 0.039 2.02251279482708e-234 "2" "DMTN"
"INSM1" 6.51312549418468e-237 0.261292792084048 0.173 0.001 2.18352532192541e-232 "2" "INSM1"
"CLSTN2" 1.18806680933224e-236 0.267694316321896 0.246 0.004 3.98299397828634e-232 "2" "CLSTN2"
"IL7R" 1.97972007562029e-236 0.277648305941492 0.184 0.001 6.63701155351702e-232 "2" "IL7R"
"CTXN2" 3.00452094275803e-236 1.38072187863852 0.698 0.062 1.00726564605963e-231 "2" "CTXN2"
"SRRM3" 5.62232850244729e-235 0.598483213677315 0.341 0.01 1.88488563044545e-230 "2" "SRRM3"
"MUC12.1" 1.48926070079218e-234 0.631382930667315 0.464 0.022 4.99274649940578e-230 "2" "MUC12"
"DNM1" 2.86581259536483e-234 1.08952011738272 0.626 0.045 9.60763672596059e-230 "2" "DNM1"
"PRKCZ" 1.59423795049837e-233 0.868241959774879 0.592 0.041 5.3446827290458e-229 "2" "PRKCZ"
"HTR2A" 1.0542659891503e-232 0.944981887808815 0.542 0.033 3.53442672862639e-228 "2" "HTR2A"
"LINC01574" 1.99690162517993e-232 0.287193084888019 0.307 0.008 6.69461269841571e-228 "2" "LINC01574"
"AC008703.1" 2.4406175559242e-231 0.530166910720243 0.285 0.007 8.18217035623589e-227 "2" "AC008703.1"
"WSCD1" 4.46457448514412e-231 0.448803483148586 0.291 0.007 1.49674859614456e-226 "2" "WSCD1"
"MARCH4" 5.214651640209e-230 0.309175807602593 0.218 0.003 1.74821196238007e-225 "2" "MARCH4"
"SYT5" 4.20907768621285e-229 1.29296830820688 0.709 0.065 1.41109329430286e-224 "2" "SYT5"
"RFPL1S" 2.27058116684062e-228 0.313029342518859 0.307 0.008 7.61212336183318e-224 "2" "RFPL1S"
"SMIM10L2B" 1.30580637740788e-226 0.478508323099366 0.346 0.012 4.37771588025991e-222 "2" "SMIM10L2B"
"RAB15" 9.26958419168056e-224 0.489658909792517 0.313 0.009 3.10762810026091e-219 "2" "RAB15"
"CORO1A" 1.01831470849212e-223 0.467317585061486 0.363 0.013 3.41390006021982e-219 "2" "CORO1A"
"RTN2" 4.31167914832166e-223 0.527965240035543 0.402 0.017 1.44549043447484e-218 "2" "RTN2"
"OLFM3" 8.7440959849121e-222 0.25493569008017 0.168 0.001 2.93145817894178e-217 "2" "OLFM3"
"ICA1" 9.51606343146003e-222 0.348040866619736 0.369 0.014 3.19026026539697e-217 "2" "ICA1"
"DCX" 4.4993110757323e-220 0.358153865372731 0.291 0.008 1.50839403813925e-215 "2" "DCX"
"DGKG" 1.68747168103514e-219 0.4594098482453 0.274 0.006 5.65724881067029e-215 "2" "DGKG"
