"p_val" "avg_log2FC" "pct.1" "pct.2" "p_val_adj" "cluster" "gene"
"HPRT1.2" 1.94903765580906e-219 2.11083535273776 0.855 0.115 6.53414874109986e-215 "2" "HPRT1"
"GRIA2" 3.72806886409494e-219 0.470646069909044 0.464 0.024 1.24983508668783e-214 "2" "GRIA2"
"SMIM10L2A" 3.49876675928429e-218 0.520249411438415 0.436 0.021 1.17296155605006e-213 "2" "SMIM10L2A"
"LPCAT4" 3.51424869512815e-217 0.746453361523084 0.531 0.034 1.17815187504171e-212 "2" "LPCAT4"
"SEZ6L2.2" 1.08600589928654e-216 1.95146414847144 0.765 0.088 3.64083477735814e-212 "2" "SEZ6L2"
"ASPDH" 1.52681398277087e-216 0.671931918458687 0.492 0.029 5.11864387723934e-212 "2" "ASPDH"
"SLC30A3" 2.73233573018526e-213 0.34448968190797 0.223 0.004 9.16015553544608e-209 "2" "SLC30A3"
"SV2C" 1.91813525263254e-212 0.643726302604105 0.385 0.017 6.4305484344506e-208 "2" "SV2C"
"SNAP25.1" 5.60532911998855e-212 4.27872242469363 0.955 0.182 1.87918658747616e-207 "2" "SNAP25"
"OCIAD2.2" 7.15040695802951e-212 2.47848182869611 0.838 0.118 2.39717393267939e-207 "2" "OCIAD2"
"GZMB" 2.78130295350053e-210 1.13712938707743 0.235 0.005 9.32431815161053e-206 "2" "GZMB"
"KIF3C" 5.0051132707947e-210 1.05404516781226 0.581 0.045 1.67796422403392e-205 "2" "KIF3C"
"INPP5F.1" 1.16096322488815e-208 1.61426822438178 0.665 0.064 3.89212921143752e-204 "2" "INPP5F"
"ARHGDIG.1" 2.06996121198328e-208 2.07627119328458 0.866 0.13 6.93954496317395e-204 "2" "ARHGDIG"
"TENM1" 9.37994580426531e-207 0.290413601232837 0.179 0.002 3.14462683087994e-202 "2" "TENM1"
"SCN3B" 1.68744131256021e-204 1.03665004076496 0.62 0.054 5.65714700035811e-200 "2" "SCN3B"
"CXorf57" 2.9384714658317e-204 0.479559027068171 0.408 0.02 9.85122558920076e-200 "2" "CXorf57"
"VLDLR" 2.49615150406519e-202 0.351504533280827 0.313 0.011 8.36834791737854e-198 "2" "VLDLR"
"NAPB.1" 4.49122278375657e-202 1.74762724819855 0.749 0.091 1.50568243825439e-197 "2" "NAPB"
"DYNC1I1.2" 1.00062578226832e-201 1.18577219131122 0.665 0.062 3.35459793505455e-197 "2" "DYNC1I1"
"CALB1" 2.28776282247856e-201 2.33452228158893 0.385 0.019 7.66972486235938e-197 "2" "CALB1"
"NRN1.1" 9.89677158068203e-201 1.43116951387496 0.721 0.077 3.31789267242365e-196 "2" "NRN1"
"SUSD4" 1.01075279496123e-200 1.26913986221643 0.631 0.058 3.38854874510752e-196 "2" "SUSD4"
"GLT1D1" 8.13884331715638e-199 0.311711617070241 0.335 0.013 2.72854722207668e-194 "2" "GLT1D1"
"DAB1" 3.75561687537128e-198 0.295785497858467 0.235 0.005 1.25907055746822e-193 "2" "DAB1"
"EHD3" 1.90038714953056e-197 0.565832443021296 0.436 0.024 6.37104791880121e-193 "2" "EHD3"
"GALNT8" 2.20320155588858e-196 0.891097410756731 0.581 0.047 7.38623321611648e-192 "2" "GALNT8"
"PLCB4" 1.7767373637778e-193 0.364251512010468 0.38 0.018 5.95651201206508e-189 "2" "PLCB4"
"SLC18A2" 2.61214679027675e-193 0.468417025485002 0.207 0.004 8.75722211440282e-189 "2" "SLC18A2"
"NECAB2" 4.68189325645353e-192 0.527482553860604 0.358 0.016 1.56960471422605e-187 "2" "NECAB2"
"RTP5" 1.10275610137763e-191 0.263242312017303 0.145 0.001 3.69698982986851e-187 "2" "RTP5"
"CCK" 8.69541488736052e-190 1.16601448117764 0.268 0.008 2.91513784098762e-185 "2" "CCK"
"AL359764.1" 1.02842072724487e-189 0.731390592135627 0.436 0.026 3.44778048808844e-185 "2" "AL359764.1"
"FRMD5" 5.72028084838022e-189 0.270979307719059 0.223 0.005 1.91772415441947e-184 "2" "FRMD5"
"BOK" 1.65649193024897e-188 0.316132215442455 0.263 0.008 5.55338919615966e-184 "2" "BOK"
"NRIP3" 2.68100010665647e-188 0.97060359244905 0.553 0.045 8.98805285756581e-184 "2" "NRIP3"
"NEFH" 4.23287175874697e-188 0.434123127864617 0.302 0.011 1.41907025711992e-183 "2" "NEFH"
"CLGN" 6.49631039833769e-187 0.541542426637639 0.441 0.027 2.17788806104271e-182 "2" "CLGN"
"DGKB" 5.98216126826329e-186 0.513702119016809 0.335 0.014 2.00551956518527e-181 "2" "DGKB"
"MIAT" 9.3055360422866e-184 0.695034049681113 0.469 0.031 3.11968095817658e-179 "2" "MIAT"
"PRKAR2B" 1.99924986230941e-182 0.471133847306858 0.469 0.031 6.7024851633923e-178 "2" "PRKAR2B"
"PDZD7" 3.63860805593195e-182 0.378976144949437 0.296 0.011 1.21984335075119e-177 "2" "PDZD7"
"CALCB" 6.73254587289289e-182 3.40860275316346 0.48 0.035 2.25708600388734e-177 "2" "CALCB"
"GRB10" 1.39897752082886e-181 0.548317474009873 0.464 0.031 4.69007213857875e-177 "2" "GRB10"
"SYN1" 9.95889221414331e-181 1.03678025876552 0.637 0.065 3.33871861479154e-176 "2" "SYN1"
"CPLX2" 2.49376693758785e-180 0.384642526296755 0.212 0.005 8.36035365826327e-176 "2" "CPLX2"
"F12" 3.0808976253697e-180 0.449397462026881 0.385 0.021 1.03287092890519e-175 "2" "F12"
"THY1.1" 2.01020656964924e-179 2.50176923648261 0.816 0.133 6.73921752474907e-175 "2" "THY1"
"ACOT7.1" 5.66363659665024e-178 1.87948867933346 0.86 0.142 1.89873416902699e-173 "2" "ACOT7"
"SYT1" 1.21562086691718e-177 1.97792461067354 0.654 0.075 4.07536895633985e-173 "2" "SYT1"
"FBXL16" 2.21539286690473e-177 0.426591229717484 0.38 0.02 7.42710458629812e-173 "2" "FBXL16"
"POPDC3" 3.69364854509897e-177 0.391623927260925 0.324 0.014 1.23829567474443e-172 "2" "POPDC3"
"ANKRD34A" 4.81918129906664e-177 0.299781883066115 0.246 0.007 1.61563053051209e-172 "2" "ANKRD34A"
"AP001453.2" 6.10890626274641e-177 0.756880912011027 0.413 0.025 2.04801082458573e-172 "2" "AP001453.2"
"RELL2" 1.01873394060652e-176 0.668655267536983 0.531 0.042 3.41530553588337e-172 "2" "RELL2"
"CABP1" 2.37479440683008e-176 0.304738989629739 0.285 0.01 7.96149824889783e-172 "2" "CABP1"
"CNTNAP4" 3.80352960265193e-175 0.338651547517604 0.123 0.001 1.27513329928906e-170 "2" "CNTNAP4"
"SYT4.1" 1.0399084453615e-174 1.65518333176114 0.771 0.111 3.48629306307444e-170 "2" "SYT4"
"FAM57B" 1.49409192735622e-174 0.46683645460203 0.425 0.026 5.00894318646172e-170 "2" "FAM57B"
"NSF" 2.69774376538139e-174 1.15907625270704 0.693 0.081 9.0441859734411e-170 "2" "NSF"
"CAMTA2" 2.59038556582035e-173 0.918157597561696 0.62 0.062 8.68426760941273e-169 "2" "CAMTA2"
"MAL2" 7.39242383859567e-173 0.54934125948379 0.436 0.028 2.4783100918892e-168 "2" "MAL2"
"SYCE1L.2" 9.4969385070077e-173 1.13690182395401 0.648 0.068 3.18384863447433e-168 "2" "SYCE1L"
"LONRF2" 1.55037942542473e-171 1.18227589645228 0.67 0.076 5.1976470237364e-167 "2" "LONRF2"
"MTSS1" 2.28865452178352e-171 0.359626290484077 0.363 0.019 7.67271428427924e-167 "2" "MTSS1"
"HTATIP2" 2.52472847620089e-171 0.400290466762182 0.413 0.025 8.46415221646348e-167 "2" "HTATIP2"
"RAB3A.2" 2.75131742502747e-171 2.06771723793434 0.816 0.136 9.2237916674046e-167 "2" "RAB3A"
"TMEFF2.2" 3.82371043686427e-170 0.593184188340401 0.464 0.033 1.28189892395875e-165 "2" "TMEFF2"
"NUAK1" 3.83508431250385e-170 0.447368221175575 0.402 0.024 1.28571201576692e-165 "2" "NUAK1"
"STXBP5" 5.75153217021135e-170 0.427406953576083 0.402 0.024 1.92820116006335e-165 "2" "STXBP5"
"WASF1" 1.35940339545959e-169 0.457775029986647 0.453 0.032 4.55739988327827e-165 "2" "WASF1"
"STAR" 3.63729039280044e-169 0.257998851251397 0.274 0.01 1.21940160418635e-164 "2" "STAR"
"ARHGDIB" 7.15906177546456e-168 0.397932911729219 0.19 0.004 2.4000754602245e-163 "2" "ARHGDIB"
"B3GALT2" 7.77933869734221e-168 0.433876221952301 0.257 0.009 2.60802329828397e-163 "2" "B3GALT2"
"RIMS3" 1.83758018103867e-167 0.393114012934902 0.38 0.022 6.16048755693215e-163 "2" "RIMS3"
"CCDC92" 5.10888077745963e-167 0.983054779663089 0.609 0.062 1.71275228064334e-162 "2" "CCDC92"
"KCNC1" 1.67832921737272e-164 0.257375159517803 0.302 0.013 5.62659870124206e-160 "2" "KCNC1"
"BTBD8" 2.58862655337158e-164 0.723908344521744 0.464 0.034 8.67837052017823e-160 "2" "BTBD8"
"SYT12" 5.36477399742913e-164 0.472030819721476 0.335 0.017 1.79854048263812e-159 "2" "SYT12"
"C1QL1.1" 1.06331059796907e-162 0.630850786201348 0.441 0.031 3.5647487796913e-158 "2" "C1QL1"
"DNAJC12.1" 1.38361981893707e-162 2.09315047170196 0.81 0.147 4.63858544298654e-158 "2" "DNAJC12"
"TMEM246" 1.38613805950315e-162 1.17296823590125 0.642 0.077 4.64702784448432e-158 "2" "TMEM246"
"TDRD9" 2.22431182350843e-162 0.251179126100764 0.106 0 7.457005388312e-158 "2" "TDRD9"
"SLC6A15" 8.26695549069856e-162 0.315811934072578 0.318 0.015 2.77149682825669e-157 "2" "SLC6A15"
"SMAP2" 1.27113436345323e-161 0.554488401602094 0.503 0.042 4.26147795347695e-157 "2" "SMAP2"
"OPCML" 1.30259751506328e-161 0.33039963737361 0.274 0.011 4.36695816924964e-157 "2" "OPCML"
"KRT19" 1.71537586142346e-161 0.442734337919523 0.162 0.002 5.75079757542214e-157 "2" "KRT19"
"DLL3" 2.49455682044407e-160 0.836859500578987 0.603 0.064 8.36300174053874e-156 "2" "DLL3"
"FAM102B" 4.70912036995465e-160 0.299062983831486 0.274 0.011 1.5787326040273e-155 "2" "FAM102B"
"TMEM132B" 2.3799783384916e-158 0.344391259389709 0.274 0.011 7.97887737979307e-154 "2" "TMEM132B"
"MYO5A" 4.96491341255638e-158 0.565807872661985 0.48 0.039 1.66448722155953e-153 "2" "MYO5A"
"HACD1" 1.34689384927866e-157 0.539186723763321 0.441 0.032 4.51546162970671e-153 "2" "HACD1"
"FGF12" 1.85952185118099e-157 1.50957804831808 0.637 0.078 6.23404700608427e-153 "2" "FGF12"
"AUH" 3.156643628954e-157 1.1041817996137 0.648 0.079 1.05826477660683e-152 "2" "AUH"
"MAST1" 1.47119783793108e-156 0.464499506325918 0.318 0.016 4.93219075166394e-152 "2" "MAST1"
"SORCS3" 1.14100603400558e-155 0.258496142022125 0.251 0.009 3.8252227290037e-151 "2" "SORCS3"
"TP53I11" 1.97073264464997e-155 0.397108201643481 0.363 0.021 6.60688119118903e-151 "2" "TP53I11"
"PPM1E" 1.99853355591284e-155 0.31137671663453 0.291 0.013 6.70008374619779e-151 "2" "PPM1E"
"SLC17A8" 1.65681550958656e-154 0.448335501847635 0.173 0.003 5.55447399588894e-150 "2" "SLC17A8"
"ERICH3" 2.8188857962863e-154 0.251537380663304 0.246 0.009 9.45031463204982e-150 "2" "ERICH3"
"SCGN" 5.35561711583283e-153 1.26401125864144 0.19 0.005 1.79547063808296e-148 "2" "SCGN"
"THSD7A" 2.4360881175706e-151 0.412384673567675 0.33 0.018 8.16698541415545e-147 "2" "THSD7A"
"HRASLS" 2.58323035995632e-150 0.31204476412147 0.223 0.007 8.66027978175356e-146 "2" "HRASLS"
"VWC2" 4.06462678521142e-150 0.38179541499968 0.352 0.021 1.36266612974213e-145 "2" "VWC2"
"BICDL1" 1.86379510108564e-149 0.297009195209302 0.168 0.003 6.24837307638962e-145 "2" "BICDL1"
"RAB33A" 2.20241240923597e-149 0.478738161680117 0.307 0.016 7.3835876019636e-145 "2" "RAB33A"
"UNC13A" 3.54736263866931e-149 0.292598363002465 0.291 0.014 1.18925332461389e-144 "2" "UNC13A"
"TNR" 4.23488847357455e-149 0.333739265140766 0.296 0.014 1.41974636076587e-144 "2" "TNR"
"EPB41L1" 6.64726724035894e-149 0.7264755335841 0.525 0.051 2.22849634233034e-144 "2" "EPB41L1"
"VAT1L.1" 7.44056234842962e-149 1.84296858818978 0.76 0.132 2.49444852731103e-144 "2" "VAT1L"
"ZNF365" 1.55179642879893e-148 0.37276581641039 0.358 0.022 5.20239752754841e-144 "2" "ZNF365"
"CDKN2D" 1.68888793240755e-148 1.52662142400388 0.709 0.111 5.66199679339631e-144 "2" "CDKN2D"
"GABRE" 1.92620466116945e-148 0.344194895455354 0.14 0.002 6.45760112657057e-144 "2" "GABRE"
"SNAP91" 2.84282512534328e-148 0.824283023073043 0.581 0.064 9.53057123271335e-144 "2" "SNAP91"
"FGF13.2" 4.59869516785232e-148 0.74656561492869 0.464 0.039 1.54171255502249e-143 "2" "FGF13"
"SH3GL3" 1.01659073609547e-147 0.75906556803946 0.542 0.054 3.40812044276007e-143 "2" "SH3GL3"
"DLG2" 1.34502463583595e-147 0.816140646676353 0.514 0.049 4.50919509164004e-143 "2" "DLG2"
"FSD1" 4.5035687656225e-147 0.698304734754228 0.531 0.052 1.50982142867494e-142 "2" "FSD1"
"SLC9A7" 1.84641691242737e-146 0.454801672674104 0.397 0.028 6.19011269891277e-142 "2" "SLC9A7"
"TRIM36" 2.70831725013759e-146 0.74954085738542 0.48 0.042 9.07963358108628e-142 "2" "TRIM36"
"RAB9B" 5.27687887002747e-146 0.372122067176821 0.385 0.026 1.76907364117671e-141 "2" "RAB9B"
"MAGEL2" 3.43724417101972e-145 0.559444896536169 0.385 0.026 1.15233610833436e-140 "2" "MAGEL2"
"LHX5-AS1" 5.01262285698976e-145 0.549329544771009 0.128 0.001 1.68048181280582e-140 "2" "LHX5-AS1"
"MEIS3" 1.22557508205272e-144 0.368677193308219 0.38 0.026 4.10874046258175e-140 "2" "MEIS3"
"CALY.1" 2.27859745890087e-144 2.61558819761025 0.838 0.189 7.63899798096516e-140 "2" "CALY"
"GALNT17" 2.84199537984194e-144 0.273127726386388 0.24 0.009 9.52778951092011e-140 "2" "GALNT17"
"TSPYL5" 4.07848915759292e-144 0.302898469887629 0.207 0.006 1.36731349008303e-139 "2" "TSPYL5"
"ZCCHC12.1" 1.77868427293525e-143 1.88205161349335 0.788 0.145 5.96303902501542e-139 "2" "ZCCHC12"
"TMEM151A" 8.72724641965358e-143 0.456321143321706 0.447 0.037 2.92580936218886e-138 "2" "TMEM151A"
"PIP5K1B" 1.83607018094388e-142 0.576648426541779 0.441 0.037 6.15542528161437e-138 "2" "PIP5K1B"
"SYP.1" 2.09090766134838e-142 1.91786271759211 0.804 0.158 7.00976793467045e-138 "2" "SYP"
"PKIB" 1.01327858507593e-141 2.02331141618934 0.665 0.103 3.39701645646707e-137 "2" "PKIB"
"LIN7B" 3.02168782019675e-141 1.53452143880195 0.771 0.142 1.01302084172096e-136 "2" "LIN7B"
"RASAL1" 7.21737707443729e-141 0.268093732347332 0.123 0.001 2.4196256642051e-136 "2" "RASAL1"
"REEP1" 3.54127783566473e-140 0.941563123033919 0.598 0.073 1.1872133944066e-135 "2" "REEP1"
"B4GALT6" 3.9835444148751e-140 0.479100403693484 0.391 0.029 1.33548326508688e-135 "2" "B4GALT6"
"RPP25" 8.11978369523705e-140 0.421857879548118 0.43 0.035 2.72215748382822e-135 "2" "RPP25"
"CPEB3" 2.58892705477775e-139 0.386578360186008 0.419 0.033 8.67937795114242e-135 "2" "CPEB3"
"TMCC2" 3.7430161377764e-139 0.32265743008763 0.318 0.018 1.25484616018954e-134 "2" "TMCC2"
"NAP1L5.1" 7.30608026185678e-139 2.3240891557434 0.86 0.218 2.44936340778748e-134 "2" "NAP1L5"
"LINC02182" 9.44054290655732e-139 0.28016594361784 0.223 0.008 3.16494200942334e-134 "2" "LINC02182"
"MICAL2" 1.88189393999317e-138 0.340034146105324 0.235 0.009 6.30904943382709e-134 "2" "MICAL2"
"DUSP26.1" 5.93366354080101e-138 1.44080469612692 0.76 0.135 1.98926070205354e-133 "2" "DUSP26"
"CREB3L1" 1.79845151733521e-137 0.349324050956623 0.335 0.021 6.02930871186629e-133 "2" "CREB3L1"
"TTC9" 1.1453209496167e-136 0.427157118564941 0.369 0.026 3.83968848358997e-132 "2" "TTC9"
"HENMT1" 1.30338733695386e-136 0.564852860069918 0.38 0.027 4.36960604713781e-132 "2" "HENMT1"
"FAM219A" 3.0543052791964e-136 0.839724231176363 0.57 0.065 1.02395584485059e-131 "2" "FAM219A"
"LRRC7" 1.52768892349933e-135 0.290515795492713 0.207 0.007 5.12157711603152e-131 "2" "LRRC7"
"CLVS1" 1.54609362745725e-135 0.327767057815856 0.296 0.016 5.18327888605043e-131 "2" "CLVS1"
"STC1.2" 2.70449447724694e-135 1.09060653975206 0.52 0.054 9.06681773497038e-131 "2" "STC1"
"SGSM1" 5.73387582847702e-135 0.44011404571209 0.425 0.035 1.92228187149692e-130 "2" "SGSM1"
"CEND1.1" 9.41654296184713e-135 1.71151356309187 0.754 0.14 3.15689602795925e-130 "2" "CEND1"
"DUSP4" 4.13825899594409e-134 1.12779127327055 0.559 0.067 1.38735132839026e-129 "2" "DUSP4"
"SLC24A2" 5.33118490327909e-134 0.274736522952952 0.285 0.015 1.78727973882432e-129 "2" "SLC24A2"
"DGKE" 5.80529557977359e-134 0.26005902762566 0.296 0.016 1.9462253431191e-129 "2" "DGKE"
"BEX5.1" 1.26346176995307e-133 3.06857603004139 0.933 0.315 4.23575558376766e-129 "2" "BEX5"
"ABLIM2" 5.05369392175186e-133 0.4864268166269 0.408 0.033 1.69425088726731e-128 "2" "ABLIM2"
"KCNT1" 3.85756135108033e-132 0.374995425746165 0.123 0.002 1.29324744294968e-127 "2" "KCNT1"
"ADD2" 1.19409846116546e-131 0.570148214708045 0.43 0.038 4.00321509105719e-127 "2" "ADD2"
"NR2F6" 1.50007364231234e-131 0.435761038620975 0.419 0.035 5.02899688585213e-127 "2" "NR2F6"
"CDH13" 2.43887166420753e-131 0.627489801140241 0.291 0.016 8.17631725425575e-127 "2" "CDH13"
"CHST8" 2.48926819716556e-131 0.376688649091194 0.285 0.015 8.34527163099753e-127 "2" "CHST8"
"UCHL1.2" 4.09705312199574e-131 3.55166144201511 0.978 0.406 1.37353705914907e-126 "2" "UCHL1"
"GALNT9" 8.38235402202648e-131 0.29999079991093 0.268 0.013 2.81018418588438e-126 "2" "GALNT9"
"PKIA" 5.5255844530494e-130 0.884223565051033 0.52 0.059 1.85245218788481e-125 "2" "PKIA"
"ACHE.1" 9.52640274194866e-130 1.47506103122647 0.693 0.116 3.19372651923829e-125 "2" "ACHE"
"GDAP1L1" 1.15109156757365e-129 0.716581857496923 0.497 0.051 3.85903448029066e-125 "2" "GDAP1L1"
"SLC24A3" 1.96249603711483e-129 0.468457481835226 0.408 0.034 6.57926796442746e-125 "2" "SLC24A3"
"SLC10A4" 3.8716925074102e-129 0.257960787414442 0.168 0.004 1.29798491310927e-124 "2" "SLC10A4"
"GNG4" 1.07160347553692e-128 1.79580387667367 0.804 0.177 3.59255065173752e-124 "2" "GNG4"
"CADM2" 3.24392389289755e-128 0.596006591280145 0.503 0.053 1.0875254850939e-123 "2" "CADM2"
"STX1A" 1.21342923336849e-127 0.504094827754183 0.397 0.032 4.06802150486786e-123 "2" "STX1A"
"RUNDC3A" 4.26006428993093e-126 1.27726975358627 0.682 0.114 1.42818655319934e-121 "2" "RUNDC3A"
"PARVB" 5.92785112278866e-126 0.547368630027416 0.475 0.048 1.9873120889149e-121 "2" "PARVB"
"KIAA0513" 9.60557918904071e-126 0.750996339040805 0.559 0.068 3.2202704231259e-121 "2" "KIAA0513"
"SYNJ1" 1.1328900331809e-125 0.780604024167741 0.531 0.061 3.79801383623895e-121 "2" "SYNJ1"
"MAPK9" 1.85066896785215e-125 0.492119311037975 0.447 0.043 6.20436771472433e-121 "2" "MAPK9"
"EPB41" 1.99446416877136e-125 0.349251444554898 0.257 0.013 6.68644112580597e-121 "2" "EPB41"
"PRKAG2-AS1" 2.40226767523058e-125 0.876035810219798 0.52 0.06 8.05360238121051e-121 "2" "PRKAG2-AS1"
"SPTBN4" 2.53506153086915e-125 0.553533951946255 0.413 0.036 8.49879378223883e-121 "2" "SPTBN4"
"FAM174B" 7.84129687779141e-125 0.448844435401839 0.408 0.035 2.62879477827957e-120 "2" "FAM174B"
"LUZP2" 1.15592502995446e-124 0.653595810763576 0.436 0.042 3.87523866292232e-120 "2" "LUZP2"
"MAPT" 1.3351625189365e-124 1.2191766881571 0.687 0.117 4.47613234473461e-120 "2" "MAPT"
"PNMA3" 1.81898838334434e-124 0.458853753031839 0.48 0.049 6.0981585551619e-120 "2" "PNMA3"
"HBQ1" 3.86813212045869e-124 0.29402954673388 0.296 0.018 1.29679129338378e-119 "2" "HBQ1"
"GFRA2" 7.97382537600367e-124 0.294345167438834 0.279 0.016 2.67322495730523e-119 "2" "GFRA2"
"GABRB3" 3.42425278710215e-123 0.701604083176164 0.531 0.063 1.147980746876e-118 "2" "GABRB3"
"MATK" 1.50047276108436e-122 0.292647101984176 0.156 0.004 5.0303349315353e-118 "2" "MATK"
"SH3BP5" 1.94651626799693e-122 0.617908526053014 0.564 0.069 6.52569578845969e-118 "2" "SH3BP5"
"CNST" 7.06230325272695e-122 0.87210457659187 0.536 0.065 2.36763716547671e-117 "2" "CNST"
"KRT18.2" 2.6509870574237e-121 0.467715331831519 0.486 0.05 8.88743411001296e-117 "2" "KRT18"
"GOLGA7B" 3.2690455722376e-121 0.659972003242107 0.492 0.054 1.09594752809265e-116 "2" "GOLGA7B"
"CGREF1" 7.72368393580644e-121 0.275156243381873 0.291 0.018 2.58936503947911e-116 "2" "CGREF1"
"PRRG3.2" 4.25417210032232e-120 0.478595120277471 0.43 0.04 1.42621119663306e-115 "2" "PRRG3"
"DOCK3" 9.37434768935674e-120 0.291056800425034 0.296 0.019 3.14275006285685e-115 "2" "DOCK3"
"TMTC1" 2.0641226239954e-119 0.360649619714115 0.341 0.025 6.91997109694458e-115 "2" "TMTC1"
"DRP2" 2.19753227747237e-119 0.371837669105001 0.196 0.007 7.36722696022611e-115 "2" "DRP2"
"SNCA" 6.6662089805119e-119 2.36691592770018 0.654 0.118 2.23484656071661e-114 "2" "SNCA"
"RGS6" 3.8693379115828e-118 0.363314796424776 0.335 0.025 1.29719553485813e-113 "2" "RGS6"
"HPCAL1.1" 5.44742771543021e-118 2.24829465531568 0.838 0.234 1.82625014159798e-113 "2" "HPCAL1"
"LIMK1" 9.64843001032767e-118 0.503041908199175 0.341 0.026 3.23463616096235e-113 "2" "LIMK1"
"FNDC10" 1.29638205091021e-117 0.473649921401529 0.391 0.035 4.34612082567649e-113 "2" "FNDC10"
"LINC01615.2" 2.49748595610268e-117 0.487878244564022 0.358 0.028 8.37282166783424e-113 "2" "LINC01615"
"RAB11FIP4" 2.65840307736677e-117 0.557331009597718 0.324 0.023 8.9122963168721e-113 "2" "RAB11FIP4"
"TUBB4A" 1.25992738290152e-115 0.732000196466727 0.514 0.063 4.22390655117735e-111 "2" "TUBB4A"
"NEDD4L" 6.15726017704853e-115 0.359846488620159 0.374 0.032 2.06422147435552e-110 "2" "NEDD4L"
"RAP1GAP2" 2.49528825478175e-114 0.320519904427034 0.296 0.02 8.36545387415582e-110 "2" "RAP1GAP2"
"CFC1" 3.96073117083713e-114 0.655599278947808 0.492 0.056 1.32783512502315e-109 "2" "CFC1"
"CYFIP2" 3.14231536161246e-113 0.739637778194337 0.615 0.092 1.05346122498058e-108 "2" "CYFIP2"
"TBC1D9" 5.34508400135239e-113 0.59673551793159 0.508 0.061 1.79193941145339e-108 "2" "TBC1D9"
"MLLT11.1" 1.37949970293608e-112 3.37838222870647 0.961 0.527 4.62477275409322e-108 "2" "MLLT11"
"NETO2" 2.93571119312669e-112 0.457589941061778 0.358 0.03 9.84197177495724e-108 "2" "NETO2"
"AL136373.1" 9.51865993158671e-112 0.273466311126578 0.151 0.004 3.19113074206445e-107 "2" "AL136373.1"
"BEX1.1" 4.28098709954476e-111 2.60057886218094 0.994 0.856 1.43520092512238e-106 "2" "BEX1"
"TPPP" 6.06054993573844e-111 0.361746232503048 0.302 0.021 2.03179936595631e-106 "2" "TPPP"
"PRKAR1B" 6.8079555977244e-111 1.09448767360619 0.659 0.113 2.2823671141371e-106 "2" "PRKAR1B"
"GPX3.2" 6.86058339188055e-111 2.30866453826478 0.827 0.216 2.30001058212795e-106 "2" "GPX3"
"TDRKH" 7.34864582907531e-110 0.340887964505248 0.302 0.021 2.4636335141975e-105 "2" "TDRKH"
"CNN3.2" 1.68910633174322e-109 -3.24097336306384 0.57 0.988 5.66272897716915e-105 "2" "CNN3"
"LGI3" 1.84452289736481e-109 0.346105606243195 0.179 0.007 6.18376301341553e-105 "2" "LGI3"
"NGEF" 3.46659804555232e-109 0.466206757232906 0.397 0.038 1.16217699477142e-104 "2" "NGEF"
"C11orf87" 6.70565040157819e-109 0.399650084665431 0.291 0.02 2.24806929712909e-104 "2" "C11orf87"
"PPM1J" 7.52616709943704e-109 0.304466224088492 0.318 0.024 2.52314752008627e-104 "2" "PPM1J"
"KCNK1" 3.52615842804626e-108 0.80347684447671 0.514 0.067 1.18214461300251e-103 "2" "KCNK1"
"SPARCL1.2" 7.21836741951249e-108 -5.90974559554498 0.726 0.985 2.41995767739156e-103 "2" "SPARCL1"
"PRKACB" 8.84816687097355e-108 1.58150175459288 0.76 0.192 2.96634794349388e-103 "2" "PRKACB"
"CLU.2" 3.5919282313962e-107 -3.82302559248552 0.933 0.998 1.20419393957558e-102 "2" "CLU"
"AREG" 3.8410596164927e-107 0.283045022776224 0.145 0.004 1.28771523642918e-102 "2" "AREG"
"GRIA4" 6.37610064340956e-107 0.45643867229567 0.374 0.035 2.13758774070305e-102 "2" "GRIA4"
"B4GALNT1" 6.82099559781151e-107 0.759085323076839 0.547 0.076 2.28673877416631e-102 "2" "B4GALNT1"
"PCSK2" 1.58654629174676e-106 0.412596951596325 0.212 0.01 5.31889644308102e-102 "2" "PCSK2"
"AC027031.2" 1.61240674222874e-106 0.770281403010475 0.536 0.074 5.40559360332184e-102 "2" "AC027031.2"
"PHLDA2.2" 2.17903118584954e-106 0.481274616836363 0.598 0.083 7.30520205056058e-102 "2" "PHLDA2"
"AP1S2.2" 3.01662865945466e-106 3.01574223565704 0.955 0.545 1.01132475808217e-101 "2" "AP1S2"
"CST3.2" 4.23067432932214e-106 -3.02531899836661 0.933 0.999 1.41833356890525e-101 "2" "CST3"
"FAM71E1" 5.05706644522609e-106 0.652168352709089 0.447 0.051 1.69538152576205e-101 "2" "FAM71E1"
"BRSK2" 1.36553907739489e-105 0.321742467743642 0.263 0.017 4.57796975696636e-101 "2" "BRSK2"
"B3GALT1" 1.89641186901715e-105 0.294404201751649 0.274 0.018 6.35772079087999e-101 "2" "B3GALT1"
"EFNA3" 3.40003545607454e-105 0.456983198417667 0.397 0.039 1.13986188664899e-100 "2" "EFNA3"
"BRSK1" 4.08422350756351e-105 0.329988261669199 0.324 0.026 1.36923593091067e-100 "2" "BRSK1"
"RANGAP1" 5.18135804997301e-105 0.604388130149771 0.492 0.061 1.73705028625345e-100 "2" "RANGAP1"
"ETS2" 5.29409124270449e-105 0.689102130515204 0.492 0.061 1.77484408911668e-100 "2" "ETS2"
"CASD1" 6.47508098614523e-105 0.53232909100668 0.525 0.069 2.17077090060519e-100 "2" "CASD1"
